cod_cliente;nome_completo;email;tipo_cliente;data_inclusao;horario_inclusao;cpfcnpj;data_nascimento;endereco.2;cep
18;Leandro Araújo;brenda60@example.net;PF;18/07/2021;15:07:00;160.275.498-58;15/10/1991; CE;56676337
112;Pedro Lucas Araújo;bernardo60@example.net;PF;11/07/2021;12:15:00;809.734.215-41;11/02/1986; RJ;41121283
234;João Pedro Araújo;marceloda-conceicao@example.org;PF;08/03/2021;13:43:00;510.674.982-49;25/12/1971; RR;64483022
246;Lorena Araújo;ribeironatalia@example.org;PF;23/05/2019;15:55:00;970.123.548-79;08/04/1966; SP;02240596
251;Pietra Araújo;fogacaisadora@example.com;PF;11/07/2013;14:28:00;827.369.401-13;13/10/1996; AC;72383779
361;Clarice Araújo;barbaraalmeida@example.net;PF;08/01/2018;14:30:00;306.548.291-60;29/09/1946; PE;57218048
378;Pedro Lucas Araújo;srezende@example.com;PF;18/03/2018;12:36:00;325.496.710-07;17/10/1943; AM;58010319
489;Marcela Araújo;bernardocampos@example.org;PF;04/08/2019;13:50:00;529.308.476-38;23/11/1958; PR;46872672
491;Mariana Araújo;nsantos@example.org;PF;03/09/2020;14:33:00;645.189.273-46;27/09/1979; PR;59657825
658;Nicolas Araújo;marcela88@example.com;PF;07/02/2017;12:10:00;163.298.047-96;22/08/1967; RN;32199475
737;Pedro Miguel Araújo;melissagomes@example.org;PF;28/01/2021;14:26:00;874.261.395-73;02/04/1980; TO;95890981
809;Ana Carolina Araújo;pauloaraujo@example.org;PF;18/05/2021;16:15:00;847.659.210-85;30/11/1963; MG;80456424
860;Igor Araújo;wgomes@example.net;PF;15/04/2021;14:16:00;647.258.031-62;06/06/1988; MA;58065269
921;Anthony Araújo;martinsian@example.net;PF;03/09/2021;15:52:00;824.319.657-91;04/06/1949; AC;12376047
63;Manuela Azevedo;laura78@example.net;PF;10/04/2019;12:23:00;379.805.641-20;21/04/1993; AM;93898969
149;Júlia Azevedo;samuel74@example.com;PF;25/06/2020;12:32:00;591.283.067-59;18/10/2004; AL;45650110
155;Anthony Azevedo;leandro14@example.com;PF;22/08/2013;13:27:00;734.596.812-09;13/07/1972; MT;10764469
169;Cauã Azevedo;amonteiro@example.com;PF;01/07/2015;13:19:00;523.691.478-73;18/11/1998; AC;29074591
174;Manuela Azevedo;helena76@example.net;PF;21/04/2017;15:02:00;713.650.289-68;28/09/1965; CE;13715347
442;Alice Azevedo;nicolefreitas@example.net;PF;17/12/2022;13:24:00;942.076.813-96;27/07/1955; PR;41703129
626;Luiz Fernando Azevedo;ecavalcanti@example.com;PF;25/07/2022;10:12:00;481.932.570-14;17/08/1988; RS;66800272
661;Otávio Azevedo;marcos-vinicius93@example.com;PF;11/09/2013;13:40:00;512.784.390-05;18/02/1960; BA;26189090
930;Ana Azevedo;mouravicente@example.org;PF;03/04/2018;11:06:00;370.259.614-34;15/01/1976; SC;79261182
129;Sarah Barbosa;martinsvitor-hugo@example.com;PF;08/01/2013;15:31:00;903.421.678-04;15/01/1972; AC;75315066
184;Lavínia Barbosa;laraalmeida@example.org;PF;12/11/2018;13:09:00;386.952.074-47;17/10/1963; RJ;61548005
300;Ana Vitória Barbosa;liviateixeira@example.org;PF;24/06/2021;15:39:00;275.089.136-12;25/02/1981; PA;80902628
375;Erick Barbosa;rodrigo94@example.org;PF;22/06/2019;15:56:00;203.795.486-74;15/12/1967; RN;82725835
443;João Lucas Barbosa;isabella02@example.net;PF;03/01/2022;11:42:00;735.489.160-66;11/01/1948; PE;52387994
590;Daniel Barbosa;barbosaalexia@example.org;PF;09/10/2018;11:33:00;870.514.932-05;02/03/1959; RN;03233139
686;Thiago Barbosa;maria81@example.org;PF;26/05/2021;10:49:00;264.395.871-37;09/12/1944; BA;26574404
726;André Barbosa;zcaldeira@example.org;PF;06/11/2019;15:14:00;951.234.870-50;09/12/1996; DF;98191742
851;Leandro Barbosa;raquel68@example.org;PF;02/05/2022;10:45:00;153.807.926-77;20/03/1983; MG;11027566
874;Murilo Barbosa;jcaldeira@example.com;PF;20/11/2021;10:46:00;749.128.506-67;28/05/1986; RO;60767792
919;Raul Barbosa;csouza@example.com;PF;18/10/2014;12:17:00;716.940.325-07;25/07/2006; PE;10493845
988;Clara Barbosa;alexiada-rosa@example.net;PF;22/02/2021;14:02:00;821.375.604-53;31/12/1963; MA;83565860
3;Breno Cardoso;rsouza@example.net;PF;05/01/2013;13:13:00;364.982.015-33;30/05/1975; AM;99161510
21;Davi Luiz Cardoso;eduardoda-costa@example.com;PF;10/07/2016;12:29:00;716.430.895-01;13/04/1957; AC;91263340
43;Vitor Gabriel Cardoso;lucas-gabriel73@example.com;PF;03/09/2016;15:08:00;607.584.319-10;15/07/1971; MT;59276367
77;Mirella Cardoso;maite60@example.net;PF;01/02/2019;13:17:00;324.870.195-14;15/08/2001; PI;99555106
109;Maria Cecília Cardoso;sofia85@example.net;PF;16/03/2022;13:53:00;092.378.516-77;28/12/1978; DF;11243236
210;Lucas Cardoso;maria-alice27@example.net;PF;15/11/2018;14:36:00;189.342.650-51;26/03/1953; PA;44811766
217;Vitor Cardoso;rezendeisis@example.org;PF;05/09/2018;14:44:00;927.154.038-79;18/09/1971; RR;11883390
218;Enzo Cardoso;martinsjoao-miguel@example.com;PF;01/10/2019;16:05:00;529.140.378-05;10/10/2005; SC;42430747
241;Joaquim Cardoso;cardosomaysa@example.net;PF;26/02/2021;12:19:00;136.942.087-04;07/03/1979; ES;71337392
263;Breno Cardoso;vsantos@example.org;PF;27/12/2017;13:22:00;180.964.753-39;02/09/1942; AP;83728117
270;Natália Cardoso;barrosclarice@example.com;PF;05/09/2019;16:38:00;304.872.619-50;04/07/1994; MA;21373248
307;Augusto Cardoso;fernanda99@example.org;PF;10/02/2017;16:42:00;792.651.043-25;15/08/2005; RN;38243006
336;Mirella Cardoso;marcelo05@example.org;PF;18/10/2020;13:03:00;782.156.043-07;23/02/1960; PR;51618919
468;Kevin Cardoso;vitor29@example.com;PF;27/08/2021;13:19:00;045.718.296-20;01/01/1994; CE;82355894
481;Yago Cardoso;vitorfogaca@example.net;PF;14/04/2020;16:19:00;364.872.105-44;11/10/1964; PR;41812110
552;Júlia Cardoso;ssilva@example.net;PF;17/06/2018;14:15:00;257.601.483-62;27/09/1954; TO;08094852
568;Maria Fernanda Cardoso;yago53@example.org;PF;22/08/2020;15:21:00;869.215.347-82;13/08/1960; PB;99471851
597;Lucas Cardoso;julia00@example.net;PF;19/06/2019;12:21:00;973.281.605-86;29/04/1980; MS;52389135
667;Ana Cardoso;maria-juliasouza@example.com;PF;06/03/2022;15:06:00;312.047.986-13;23/01/1988; PR;90177078
669;Cauã Cardoso;rebecada-rosa@example.net;PF;15/04/2016;14:26:00;376.248.510-08;24/11/1942; MS;99364926
685;Enzo Cardoso;mirella43@example.com;PF;27/02/2021;15:29:00;856.970.321-02;24/07/1984; MG;54474894
707;Caio Cardoso;maria-julia07@example.com;PF;22/10/2016;14:14:00;832.146.759-82;22/09/1945; PR;71436266
735;Rafael Cardoso;idas-neves@example.org;PF;03/12/2012;13:05:00;183.729.546-82;07/04/1998; BA;35352960
790;Clarice Cardoso;emanuella58@example.net;PF;03/07/2014;16:49:00;351.874.609-00;03/10/1998; PE;00506259
798;Calebe Cardoso;juanmelo@example.org;PF;21/11/2015;10:49:00;063.872.549-65;22/12/1982; MS;67600436
968;Fernando Cardoso;isabella58@example.org;PF;01/02/2018;16:14:00;523.890.467-38;10/07/1999; SP;86938977
74;Maria Alice Correia;ugomes@example.com;PF;26/07/2016;10:37:00;604.238.791-03;06/04/1957; RN;71920821
81;Laís Correia;marcela49@example.com;PF;03/04/2021;13:18:00;076.351.942-16;10/07/2006; CE;25372189
137;Cauã Correia;da-pazemanuella@example.org;PF;06/01/2017;14:34:00;819.072.346-40;07/05/1963; CE;41060234
372;Brenda Correia;qgoncalves@example.org;PF;27/11/2013;13:03:00;345.926.017-34;30/08/1947; MG;11580065
392;Isabella Correia;joao-lucasfreitas@example.org;PF;26/12/2015;15:09:00;560.217.498-20;02/03/2000; BA;18306600
408;João Correia;carvalhoemilly@example.com;PF;15/10/2021;10:47:00;213.659.487-73;22/06/1943; RN;75390263
428;Pedro Henrique Correia;jlopes@example.net;PF;27/11/2019;14:29:00;160.872.359-30;10/03/1965; AC;69003972
536;Maysa Correia;eduardo67@example.net;PF;09/12/2020;14:29:00;358.049.716-20;26/06/1953; RJ;02785728
574;Vitória Correia;jduarte@example.org;PF;05/03/2014;16:10:00;951.247.836-64;19/04/1949; RR;13347642
625;João Correia;claralopes@example.org;PF;09/01/2021;11:36:00;401.287.935-97;08/08/1987; MS;61410865
900;Levi Correia;cfarias@example.org;PF;06/08/2021;12:29:00;809.537.462-83;02/08/1961; RR;92278668
153;Luiz Gustavo Costela;rafael61@example.net;PF;12/09/2014;16:45:00;048.372.651-62;22/12/1945; DF;03524308
165;Ana Carolina Costela;davi-lucas33@example.com;PF;23/01/2020;12:15:00;913.647.852-00;27/04/1959; ES;02181326
252;Agatha Costela;hcampos@example.org;PF;18/07/2019;12:56:00;549.132.680-15;07/04/1972; AP;59625368
319;Cecília Costela;nicolasjesus@example.com;PF;18/08/2021;15:41:00;396.721.085-59;05/01/1990; SC;57267113
486;Davi Lucca Costela;araujogustavo-henrique@example.org;PF;23/04/2015;13:18:00;869.345.027-10;09/02/2002; SP;93250071
538;Sophie Costela;nicolas99@example.com;PF;25/11/2022;11:24:00;812.964.530-06;10/06/1969; MA;72101372
642;Enzo Gabriel Costela;da-cruzbryan@example.org;PF;26/06/2019;12:58:00;493.825.617-73;24/04/1947; TO;17468663
728;Gabrielly Costela;maite10@example.org;PF;23/11/2020;12:34:00;874.509.261-30;30/03/2004; RS;47587350
745;Marcela Costela;klima@example.org;PF;23/04/2017;15:36:00;204.953.816-24;13/03/1971; PB;44587274
795;Bernardo Costela;correiamaria-julia@example.net;PF;25/02/2022;15:08:00;841.052.739-14;09/12/1977; RS;86841476
958;Daniel Costela;mdias@example.org;PF;09/10/2018;15:05:00;218.569.047-76;17/02/1977; MS;57105880
26;Augusto Fogaça;fernandesmaria-julia@example.net;PF;12/08/2012;16:34:00;435.821.079-14;27/01/1997; RN;20290725
455;Luna Fogaça;maria-julia65@example.org;PF;24/08/2017;10:26:00;396.150.427-06;31/07/1970; MA;69265010
512;Vitória Fogaça;teixeiraluiz-gustavo@example.net;PF;12/05/2020;12:40:00;260.145.378-80;05/06/2005; RR;86720928
689;Gabriel Fogaça;marinasilva@example.org;PF;15/04/2014;11:08:00;580.342.167-71;31/01/1971; PE;20921329
718;Stella Fogaça;carvalhocamila@example.net;PF;09/03/2018;14:52:00;241.905.873-97;21/11/1990; AP;91322358
766;Ana Vitória Fogaça;salesisabella@example.com;PF;07/09/2014;13:15:00;943.170.528-14;01/05/1974; AM;66310967
775;Kevin Fogaça;mmelo@example.com;PF;19/03/2011;14:55:00;921.738.064-40;07/05/1993; MG;15510174
86;Rebeca Freitas;da-rosamaysa@example.com;PF;05/03/2016;13:55:00;468.571.930-10;11/01/2007; SE;92293551
173;Marcela Freitas;clarada-mota@example.com;PF;12/05/2021;14:45:00;379.042.651-25;27/06/1987; SC;42074019
215;Lívia Freitas;ydias@example.org;PF;10/04/2020;14:14:00;194.703.268-22;29/11/1969; MS;43218579
275;Julia Freitas;da-cruzisabella@example.com;PF;02/05/2020;12:18:00;026.754.139-25;01/09/1970; RJ;56335095
348;João Gabriel Freitas;pintothales@example.net;PF;03/03/2018;11:58:00;681.324.790-50;25/02/1991; AM;31770420
385;João Felipe Freitas;pedro-lucassouza@example.com;PF;06/08/2018;12:05:00;134.729.850-97;04/11/1944; PI;04123732
435;Davi Freitas;juliacastro@example.org;PF;02/02/2011;11:14:00;649.270.381-22;02/09/1970; RR;17882080
474;Otávio Freitas;joao-pedro86@example.net;PF;12/01/2020;10:03:00;164.903.785-66;25/09/1976; RJ;62436426
477;Otávio Freitas;xmoura@example.net;PF;20/08/2022;14:19:00;978.205.314-79;13/10/1967; ES;19130426
607;Heloísa Freitas;cramos@example.net;PF;04/12/2015;11:48:00;026.348.951-51;15/04/1983; PA;76013101
687;Gustavo Henrique Freitas;santospietra@example.net;PF;14/12/2021;10:04:00;304.921.786-31;02/04/1952; RN;88959636
807;Lorena Freitas;da-costagabriela@example.com;PF;28/07/2022;16:18:00;372.841.605-35;30/01/1980; RR;60173281
869;Eduarda Freitas;gcardoso@example.org;PF;09/04/2021;13:01:00;712.643.508-80;03/05/1979; MG;68219707
878;Guilherme Freitas;murilomoreira@example.com;PF;16/05/2012;14:13:00;561.034.879-00;08/02/2001; AP;10183184
891;Gustavo Henrique Freitas;oliveirahenrique@example.net;PF;20/02/2012;13:42:00;126.094.378-03;05/02/1982; DF;45295653
923;Lucas Freitas;isaac81@example.com;PF;05/05/2021;13:11:00;294.613.508-05;15/08/2001; TO;62512714
997;Raquel Freitas;yfreitas@example.com;PF;20/11/2020;13:29:00;485.091.726-76;08/06/1979; AP;00427644
2;Luigi Martins;da-motaisabel@example.org;PF;27/03/2020;13:05:00;287.069.351-68;27/10/1979; TO;09471122
65;Daniela Martins;maria-julia15@example.org;PF;26/08/2018;12:33:00;486.573.902-56;23/04/1972; PI;20479151
145;Carolina Martins;paulosantos@example.org;PF;03/03/2011;13:41:00;395.412.607-99;05/07/1955; RJ;07948351
176;Alexia Martins;isadorasilveira@example.net;PF;20/04/2019;14:06:00;816.732.495-82;31/07/1968; PI;72098448
200;Amanda Martins;andreda-rosa@example.org;PF;17/05/2015;10:24:00;627.984.015-85;28/02/1955; AC;94558596
209;Benjamin Martins;pintomaria-julia@example.net;PF;07/02/2021;12:38:00;718.243.965-46;13/04/1955; MG;53805660
216;Davi Lucca Martins;barbosapedro@example.org;PF;06/12/2019;11:03:00;679.425.031-43;10/08/1955; SE;25721707
220;Otávio Martins;ncardoso@example.net;PF;17/08/2017;11:51:00;016.892.735-77;25/11/1991; ES;10725665
245;Marcos Vinicius Martins;aragaoyasmin@example.com;PF;15/06/2018;11:38:00;693.754.201-16;19/02/1994; RR;36206809
272;Isadora Martins;karagao@example.com;PF;25/08/2021;10:48:00;107.643.259-06;06/09/1943; AC;35780004
337;Lorena Martins;elisadias@example.net;PF;03/08/2017;14:16:00;094.328.765-00;16/03/1999; RR;13920715
355;Clara Martins;davi92@example.org;PF;22/10/2022;14:50:00;452.370.619-07;01/12/1993; AM;05790922
579;Catarina Martins;pintobeatriz@example.net;PF;03/10/2018;16:00:00;319.462.508-05;03/10/1981; AM;08026207
711;Ian Martins;pintostephany@example.com;PF;08/12/2022;14:47:00;274.086.351-90;25/01/1951; GO;01697859
723;Diego Martins;mirellabarros@example.com;PF;02/12/2013;14:38:00;859.234.760-29;01/12/1982; DF;93720793
858;Enzo Gabriel Martins;rafaela90@example.net;PF;28/11/2018;11:24:00;314.627.580-53;19/10/1956; AL;63811868
892;Daniela Martins;gustavo-henrique28@example.org;PF;05/08/2015;12:19:00;182.973.605-12;20/03/1991; DF;03412726
910;Renan Martins;vgoncalves@example.org;PF;03/11/2011;16:42:00;628.749.350-00;07/03/1985; MS;28143660
950;Rafaela Martins;ocosta@example.com;PF;23/10/2020;14:33:00;301.859.672-21;25/01/1952; PB;00167046
961;Yago Martins;ferreiradavi@example.com;PF;13/05/2020;11:41:00;061.472.839-87;02/08/1994; GO;07616295
53;Maria Alice Moreira;anthony00@example.net;PF;24/05/2011;15:30:00;436.782.901-40;12/07/1995; AL;90281645
58;Bruno Moreira;rodrigofogaca@example.com;PF;02/11/2017;12:54:00;603.597.248-92;18/01/2005; RJ;86635643
94;Sarah Moreira;bryansilva@example.org;PF;09/09/2011;15:00:00;746.901.258-30;22/08/1987; GO;56080861
178;Maria Clara Moreira;limagustavo@example.com;PF;17/07/2020;16:24:00;678.254.103-35;27/03/2003; AC;49009385
214;Gustavo Moreira;ana-clara05@example.net;PF;04/04/2017;14:29:00;958.130.746-00;25/01/1968; AL;54571005
255;Julia Moreira;silveiramelissa@example.net;PF;10/10/2022;10:25:00;396.270.158-30;07/10/1946; PB;00262103
277;Luiz Miguel Moreira;martinsdiego@example.net;PF;09/06/2013;12:38:00;086.935.124-98;09/12/1987; MG;67473094
438;Yasmin Moreira;davi67@example.net;PF;10/06/2017;14:28:00;064.785.293-47;22/06/1981; SC;08955021
492;Davi Luiz Moreira;oliviamelo@example.net;PF;17/06/2016;11:48:00;743.208.516-17;14/12/2002; AL;87354941
513;Rafaela Moreira;ada-paz@example.com;PF;01/07/2021;11:43:00;592.036.841-15;31/08/1968; PI;75408722
566;Cauã Moreira;ana-clara57@example.org;PF;11/11/2013;12:53:00;025.138.946-42;28/11/1988; AC;41520936
583;Esther Moreira;ibarbosa@example.net;PF;25/06/2020;14:02:00;793.401.682-40;12/12/1956; RO;99572275
677;Julia Moreira;rezendethomas@example.net;PF;15/01/2018;11:14:00;825.316.940-05;24/05/1945; RS;46015684
813;Ana Moreira;tlima@example.org;PF;28/08/2020;11:27:00;952.306.178-02;01/11/1954; RS;16347789
903;João Guilherme Moreira;ypeixoto@example.com;PF;16/08/2020;11:05:00;721.086.459-85;14/07/1951; PA;80883467
927;Catarina Moreira;usales@example.com;PF;15/08/2011;14:48:00;356.841.972-64;26/05/1957; AM;29576719
1;Vitor Peixoto;ferreiradaniela@example.com;PF;08/07/2014;16:25:00;475.916.830-39;27/09/1993; GO;80160975
11;Esther Peixoto;mnogueira@example.net;PF;12/11/2010;16:37:00;092.745.618-49;22/11/1975; SE;60976701
15;Francisco Peixoto;gabriela62@example.net;PF;11/09/2022;15:51:00;451.732.069-34;18/11/1942; ES;58257173
238;Leonardo Peixoto;catarinaaraujo@example.net;PF;08/03/2019;16:08:00;231.680.457-80;29/01/1963; RR;54957836
293;Milena Peixoto;elisada-cunha@example.com;PF;14/10/2018;12:48:00;037.986.145-39;12/02/2007; SP;74310977
309;Pedro Lucas Peixoto;pnascimento@example.org;PF;15/07/2015;11:21:00;281.049.673-04;14/09/1966; PB;00803602
314;Luana Peixoto;luiz-miguel20@example.com;PF;11/02/2017;12:07:00;158.390.764-57;08/09/2006; RN;34847413
390;Amanda Peixoto;leticiacostela@example.com;PF;17/08/2018;15:11:00;132.069.847-69;27/10/1992; AL;69658168
637;Amanda Peixoto;acunha@example.net;PF;05/03/2017;16:46:00;298.014.675-76;22/11/1986; SC;09777905
662;Cecília Peixoto;da-cunhagabriela@example.net;PF;15/12/2022;12:50:00;539.864.120-42;19/02/1963; MA;58063933
748;Emilly Peixoto;moreiraenzo@example.net;PF;19/06/2019;11:57:00;210.765.948-67;25/07/1991; ES;85405606
784;Luiz Gustavo Peixoto;peixotostella@example.com;PF;27/07/2020;12:34:00;482.036.715-35;28/09/1982; AM;45895886
797;Clarice Peixoto;ylima@example.com;PF;21/10/2018;14:14:00;842.509.617-02;06/07/1989; PR;32349572
799;Giovanna Peixoto;moraesjuliana@example.com;PF;24/05/2021;11:29:00;463.207.815-80;04/10/1964; AL;34250783
934;André Peixoto;ramosisabelly@example.org;PF;25/08/2017;16:02:00;904.857.123-50;13/12/1957; RN;95211861
959;João Felipe Peixoto;brendaoliveira@example.com;PF;07/06/2022;12:06:00;053.284.691-51;10/01/1943; SC;87123267
969;Pietra Peixoto;erickmoreira@example.net;PF;18/10/2020;10:41:00;398.402.715-04;09/08/1954; RN;62717655
108;Maria Sophia Pereira;limamarcelo@example.org;PF;13/04/2017;12:21:00;342.176.805-62;01/12/1950; MT;97593166
130;Juan Pereira;maitepeixoto@example.com;PF;15/11/2019;10:31:00;034.912.687-96;30/04/1958; CE;64577629
164;Thiago Pereira;ngoncalves@example.com;PF;08/09/2014;12:52:00;963.570.421-61;17/02/1978; PA;18900231
175;Joaquim Pereira;gabriellysilveira@example.net;PF;17/12/2015;14:44:00;279.364.850-74;11/08/1956; CE;19599389
247;Stephany Pereira;brenoda-cruz@example.com;PF;25/07/2019;14:05:00;957.482.106-49;22/11/1997; AM;69958930
302;Cauê Pereira;ana-vitoria06@example.com;PF;10/01/2017;13:05:00;237.061.948-13;25/08/1972; SC;02056823
399;Ian Pereira;nicoleda-rosa@example.com;PF;23/09/2018;16:32:00;158.329.740-50;18/12/1947; CE;77481121
415;Thomas Pereira;fariasbernardo@example.org;PF;09/06/2015;14:03:00;028.194.673-69;11/08/1994; SE;15155764
420;Maria Cecília Pereira;eduarda82@example.org;PF;24/01/2013;10:10:00;431.752.890-88;19/07/1999; AL;69843363
459;Calebe Pereira;isabelly36@example.org;PF;05/11/2019;10:33:00;376.458.209-00;17/02/1955; MA;88159092
570;Vinicius Pereira;gomesgabriel@example.org;PF;14/12/2021;10:13:00;304.867.192-78;06/04/1991; AM;21811673
690;Murilo Pereira;enovaes@example.org;PF;27/02/2022;14:01:00;248.963.570-00;11/03/1986; AC;58926121
747;Sabrina Pereira;iaraujo@example.org;PF;18/11/2022;14:04:00;589.734.210-50;12/06/1968; BA;52359242
806;Larissa Pereira;gfernandes@example.com;PF;02/05/2018;13:32:00;721.083.496-69;31/05/1987; AM;88852254
820;Clara Pereira;isadoramartins@example.com;PF;04/05/2017;12:48:00;013.967.824-78;22/02/1979; MS;42454829
905;Benício Pereira;diegomartins@example.org;PF;04/03/2013;12:38:00;713.950.684-10;03/09/2005; AL;29896369
947;Mariana Pereira;mfogaca@example.org;PF;02/09/2022;15:11:00;943.870.512-05;19/11/1980; PB;62135759
111;Calebe Rezende;jvieira@example.org;PF;02/11/2021;11:34:00;391.276.054-34;17/01/1956; RO;04736349
182;Vitor Gabriel Rezende;fernandesbianca@example.com;PF;04/11/2020;12:06:00;468.903.721-31;21/03/1959; BA;12587908
187;Maysa Rezende;yfogaca@example.org;PF;08/03/2022;15:48:00;729.610.534-80;16/05/1964; RS;87469775
221;Sophie Rezende;lauraalmeida@example.org;PF;16/08/2016;13:42:00;314.706.289-96;28/05/1990; CE;96517916
243;Danilo Rezende;cgoncalves@example.com;PF;01/04/2017;14:23:00;043.159.687-57;19/07/1996; AL;95216172
404;Ian Rezende;heloisabarros@example.net;PF;05/06/2022;15:57:00;108.926.537-95;04/05/1971; TO;20897575
482;Anthony Rezende;jfernandes@example.net;PF;23/08/2019;11:22:00;740.935.612-06;29/11/1951; DF;72954765
529;Francisco Rezende;clarice83@example.com;PF;23/03/2020;15:22:00;435.892.601-06;16/02/2002; TO;46837336
885;Sabrina Rezende;juannogueira@example.org;PF;01/03/2018;15:45:00;260.438.975-47;02/12/1951; DF;72048406
41;Diego Ribeiro;yuri36@example.org;PF;28/02/2020;12:44:00;061.278.594-76;22/07/1996; RN;18233667
144;Lavínia Ribeiro;maria-ceciliaviana@example.org;PF;06/04/2022;14:46:00;073.146.958-57;31/07/1968; AL;84431718
159;Isaac Ribeiro;xfarias@example.com;PF;24/06/2022;13:01:00;524.108.367-71;11/12/1973; RO;94207716
160;Maria Clara Ribeiro;azevedobianca@example.net;PF;02/11/2019;16:31:00;634.178.509-75;26/10/1989; CE;68525237
203;Otávio Ribeiro;piresmaria-vitoria@example.com;PF;03/08/2016;16:13:00;614.328.950-60;21/12/1980; PA;90460313
222;Luna Ribeiro;cavalcantijoaquim@example.com;PF;11/05/2014;10:03:00;643.572.108-44;16/04/1973; SP;06445888
268;Heloísa Ribeiro;vitor-gabriel19@example.net;PF;06/07/2016;16:25:00;502.867.493-00;13/02/1949; PB;20281879
282;Alice Ribeiro;da-pazluiz-gustavo@example.net;PF;03/10/2017;12:41:00;316.458.920-42;18/10/1981; PB;08810467
284;Isabelly Ribeiro;davi12@example.org;PF;18/02/2020;13:51:00;523.648.709-92;10/06/1992; GO;00023304
296;Caio Ribeiro;paulo52@example.com;PF;03/07/2016;11:32:00;682.134.095-15;24/11/2001; PR;17288266
329;Mariana Ribeiro;maria-fernanda87@example.org;PF;25/06/2019;15:18:00;149.682.035-51;07/10/1975; PB;07027312
405;Fernando Ribeiro;falves@example.org;PF;17/11/2021;15:03:00;852.413.096-24;11/07/1972; MA;61506780
430;Mariane Ribeiro;marinaporto@example.org;PF;16/08/2013;11:02:00;625.847.193-55;15/10/1957; MG;44708672
466;Yago Ribeiro;nogueiraana-luiza@example.net;PF;26/10/2022;14:13:00;306.895.247-65;18/11/1975; PI;98105954
697;Joana Ribeiro;juan52@example.net;PF;24/01/2013;12:46:00;652.943.780-00;12/02/1946; MS;53155194
803;Daniel Ribeiro;joao80@example.net;PF;17/11/2021;12:01:00;408.697.531-93;29/07/2002; SC;47382055
861;Beatriz Ribeiro;xjesus@example.org;PF;15/07/2018;11:31:00;250.946.183-42;17/10/2003; PE;06168064
115;Kamilly da Cruz;peixotoana-carolina@example.com;PF;16/01/2013;15:15:00;604.357.892-10;31/07/1952; PB;48067920
123;Ana Laura da Cruz;luccadas-neves@example.net;PF;16/10/2021;15:35:00;097.321.865-77;09/05/2003; MA;22511466
344;Matheus da Cruz;viniciusnogueira@example.org;PF;25/05/2022;13:35:00;537.648.290-10;10/06/1949; PE;48430435
351;Calebe da Cruz;isabelda-cruz@example.com;PF;19/08/2020;16:52:00;340.981.267-96;13/04/1991; SP;67309619
440;Bruna da Cruz;maria-juliaalmeida@example.org;PF;02/03/2022;11:10:00;213.075.698-03;21/04/1948; MA;49195976
488;Juliana da Cruz;lmoura@example.com;PF;16/07/2022;10:16:00;215.376.908-68;16/04/1966; PE;09373098
531;João Guilherme da Cruz;maria-alice81@example.com;PF;17/04/2020;13:12:00;270.365.981-40;25/02/1997; AC;62782097
542;Sabrina da Cruz;matheus57@example.com;PF;02/06/2022;11:54:00;240.538.769-74;23/10/1992; RJ;32727103
547;Gabrielly da Cruz;mcardoso@example.net;PF;04/04/2013;15:11:00;671.489.023-04;22/08/1955; PI;69264380
652;Fernanda da Cruz;vda-rocha@example.net;PF;23/10/2020;15:23:00;036.419.278-03;24/07/1991; AL;69878651
679;Sabrina da Cruz;tramos@example.com;PF;08/01/2019;15:11:00;681.924.530-06;09/10/1949; PA;80537881
725;Elisa da Cruz;barbaraalmeida@example.com;PF;11/01/2020;14:13:00;841.623.507-44;12/03/1976; PI;60556393
793;Rebeca da Cruz;msouza@example.com;PF;03/05/2020;15:46:00;538.197.642-91;19/06/2002; RS;41051300
78;Thomas da Mata;udias@example.net;PF;27/12/2019;12:52:00;603.457.918-00;11/10/1952; SC;77149544
136;Sarah da Mata;maria-alice25@example.com;PF;24/03/2021;13:43:00;650.294.371-34;23/08/1970; AC;62165837
167;Sarah da Mata;nsouza@example.org;PF;21/08/2021;14:10:00;096.187.354-00;26/07/1942; RJ;16431535
183;Júlia da Mata;rda-paz@example.org;PF;19/12/2019;14:01:00;950.862.473-65;04/06/1948; GO;07445060
240;Henrique da Mata;joao-lucas39@example.net;PF;16/03/2021;14:29:00;025.834.167-07;29/06/1977; RS;93532415
310;Bernardo da Mata;milena53@example.org;PF;04/11/2020;13:05:00;573.492.618-37;08/02/1952; GO;05675228
326;Lorenzo da Mata;nascimentoigor@example.org;PF;27/01/2018;14:50:00;561.230.978-30;01/05/1964; PB;40974811
340;Alexia da Mata;isabel63@example.com;PF;15/02/2022;12:44:00;507.142.839-32;29/11/1993; SP;19736544
393;Alexia da Mata;nunesluiz-felipe@example.net;PF;27/10/2022;16:27:00;567.294.380-29;16/06/1971; CE;68814494
485;Vinicius da Mata;melotheo@example.com;PF;23/09/2017;11:16:00;541.703.629-34;27/11/1944; RO;86898227
525;Amanda da Mata;oliveiraolivia@example.com;PF;03/05/2012;13:10:00;607.891.234-87;22/08/2005; MA;45539156
546;Augusto da Mata;kmoraes@example.org;PF;14/12/2019;16:56:00;409.361.582-98;17/05/2006; AC;83642191
585;Luiz Fernando da Mata;heloisa95@example.com;PF;20/10/2022;11:04:00;371.906.528-68;22/09/1991; AL;98547972
